,0,1,2,3,4
73,,Diğer Kazançlar (Kayıplar),,,
74,Diğer Kazançlar (Kayıplar),,,,
75,,ESAS FAALİYET KARI (ZARARI),,2.192.529.533,1.006.310.479
76,ESAS FAALİYET KARI (ZARARI),,,,
77,,Ödenecek Kar Paylarının Defter Değeri ile Dağıtılan Nakit Dışı Varlıkların Değeri Arasındaki Fark,,,
78,Ödenecek Kar Paylarının Defter Değeri ile Dağıtılan Nakit Dışı Varlıkların Değeri Arasındaki Fark,,,,
79,,İtfa Edilmiş Maliyetinden Ölçülen Finansal Varlıkların Finansal Tablo Dışı Bırakılmasından Kaynaklanan Kazançlar (Kayıplar),,,
80,İtfa Edilmiş Maliyetinden Ölçülen Finansal Varlıkların Finansal Tablo Dışı Bırakılmasından Kaynaklanan Kazançlar (Kayıplar),,,,
81,,Yatırım Faaliyetlerinden Gelirler,22.0,118.253.213,5.126.504
82,Yatırım Faaliyetlerinden Gelirler,,,,
83,,Yatırım Faaliyetlerinden Giderler,22.0,-10.106.484,-13.813.815
84,Yatırım Faaliyetlerinden Giderler,,,,
85,,TFRS 9 Uyarınca Belirlenen Değer Düşüklüğü Kazançları (Zararları) ve Değer Düşüklüğü Zararlarının İptalleri,,,
86,TFRS 9 Uyarınca Belirlenen Değer Düşüklüğü Kazançları (Zararları) ve Değer Düşüklüğü Zararlarının İptalleri,,,,
87,,Özkaynak Yöntemiyle Değerlenen Yatırımların Karlarından (Zararlarından) Paylar,,,
88,Özkaynak Yöntemiyle Değerlenen Yatırımların Karlarından (Zararlarından) Paylar,,,,
89,,"İştirakler, Müşterek Kontrol Edilen İşletmeler ve Bağlı Ortaklıklardan Diğer Gelirler (Giderler)",,,
90,"İştirakler, Müşterek Kontrol Edilen İşletmeler ve Bağlı Ortaklıklardan Diğer Gelirler (Giderler)",,,,
91,,İtfa Edilmiş Maliyetinden Ölçülen Finansal Varlıkların Gerçeğe Uygun Değer Farkı Kar veya Zarara Yansıtılan Olarak Sınıflandırılmasından Kazançlar (Kayıplar),,,
92,İtfa Edilmiş Maliyetinden Ölçülen Finansal Varlıkların Gerçeğe Uygun Değer Farkı Kar veya Zarara Yansıtılan Olarak Sınıflandırılmasından Kazançlar (Kayıplar),,,,
93,,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıkların Gerçeğe Uygun Değer Farkı Kar veya Zarara Yansıtılan Olarak Sınıflandırılmasından Kazançlar (Kayıplar),,,
94,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıkların Gerçeğe Uygun Değer Farkı Kar veya Zarara Yansıtılan Olarak Sınıflandırılmasından Kazançlar (Kayıplar),,,,
95,,Risk Pozisyonlarını Netleştiren Kalemler Grubuna Yönelik Finansal Riskten Korunma Kazançları (Kayıpları),,,
96,Risk Pozisyonlarını Netleştiren Kalemler Grubuna Yönelik Finansal Riskten Korunma Kazançları (Kayıpları),,,,
97,,FİNANSMAN GELİRİ (GİDERİ) ÖNCESİ FAALİYET KARI (ZARARI),,2.300.676.262,997.623.168
98,FİNANSMAN GELİRİ (GİDERİ) ÖNCESİ FAALİYET KARI (ZARARI),,,,
99,,Finansman Gelirleri,23.0,35.678.585,16.915.907
100,Finansman Gelirleri,,,,
101,,Finansman Giderleri,23.0,-358.013.756,-459.442.629
102,Finansman Giderleri,,,,
103,,Net Parasal Pozisyon Kazançları (Kayıpları),,,
104,Net Parasal Pozisyon Kazançları (Kayıpları),,,,
105,,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),,1.978.341.091,555.096.446
106,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),,,,
107,,Sürdürülen Faaliyetler Vergi (Gideri) Geliri,,-151.331.680,-37.415.289
108,Sürdürülen Faaliyetler Vergi (Gideri) Geliri,,,,
109,,Dönem Vergi (Gideri) Geliri,17.0,-253.435.170,-57.468.871
110,Dönem Vergi (Gideri) Geliri,,,,
111,,Ertelenmiş Vergi (Gideri) Geliri,17.0,102.103.490,20.053.582
112,Ertelenmiş Vergi (Gideri) Geliri,,,,
113,,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI (ZARARI),,1.827.009.411,517.681.157
114,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI (ZARARI),,,,
115,,DURDURULAN FAALİYETLER DÖNEM KARI (ZARARI),,,
116,DURDURULAN FAALİYETLER DÖNEM KARI (ZARARI),,,,
117,,DÖNEM KARI (ZARARI),,1.827.009.411,517.681.157
118,DÖNEM KARI (ZARARI),,,,
119,,Dönem Karının (Zararının) Dağılımı,,,
120,Dönem Karının (Zararının) Dağılımı,,,,
121,,Kontrol Gücü Olmayan Paylar,,0,
122,Kontrol Gücü Olmayan Paylar,,,,
123,,Ana Ortaklık Payları,,1.827.009.411,517.681.157
124,Ana Ortaklık Payları,,,,
125,,Pay Başına Kazanç,,,
126,Pay Başına Kazanç,,,,
127,,Pay Başına Kazanç,,,
128,Pay Başına Kazanç,,,,
129,,Pay Başına Kazanç (Zarar),,,
130,Pay Başına Kazanç (Zarar),,,,
131,,Sürdürülen Faaliyetlerden Pay Başına Kazanç (Zarar),,,
132,Sürdürülen Faaliyetlerden Pay Başına Kazanç (Zarar),,,,
133,,Durdurulan Faaliyetlerden Pay Başına Kazanç (Zarar),,,
134,Durdurulan Faaliyetlerden Pay Başına Kazanç (Zarar),,,,
135,,Sulandırılmış Pay Başına Kazanç (Zarar),,,
136,Sulandırılmış Pay Başına Kazanç (Zarar),,,,
137,,Sürdürülen Faaliyetlerden Sulandırılmış Pay Başına Kazanç (Zarar),,,
138,Sürdürülen Faaliyetlerden Sulandırılmış Pay Başına Kazanç (Zarar),,,,
139,,Durdurulan Faaliyetlerden Sulandırılmış Pay Başına Kazanç (Zarar),,,
140,Durdurulan Faaliyetlerden Sulandırılmış Pay Başına Kazanç (Zarar),,,,
141,,DİĞER KAPSAMLI GELİR KISMI,,,
142,DİĞER KAPSAMLI GELİR KISMI,,,,
143,,Kar veya Zararda Yeniden Sınıflandırılmayacaklar,15.0,385.281.939,23.466.764
144,Kar veya Zararda Yeniden Sınıflandırılmayacaklar,,,,
145,,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,,
146,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,,,
147,,Maddi Duran Varlıklar Yeniden Değerleme Artışları (Azalışları),15.0,388.968.942,23.141.145
148,Maddi Duran Varlıklar Yeniden Değerleme Artışları (Azalışları),,,,
149,,Maddi Olmayan Duran Varlıklar Yeniden Değerleme Artışları (Azalışları),,,
150,Maddi Olmayan Duran Varlıklar Yeniden Değerleme Artışları (Azalışları),,,,
151,,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,,
152,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,,,
153,,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),15.0,-4.608.753,407.023
154,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),,,,
155,,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişiklikler,,,
156,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişiklikler,,,,
157,,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,,
158,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,,,
159,,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,,
160,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,,,
161,,Özkaynak Yöntemiyle Değerlenen Yatırımların Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),,,
162,Özkaynak Yöntemiyle Değerlenen Yatırımların Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),,,,
163,,Özkaynak Yöntemiyle Değerlenen Yatırımların Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,
164,Özkaynak Yöntemiyle Değerlenen Yatırımların Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,,
165,,Özkaynak Yöntemiyle Değerlenen Yatırımların Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,
166,Özkaynak Yöntemiyle Değerlenen Yatırımların Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,,,
167,,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılmayacak Diğer Paylar,,,
168,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılmayacak Diğer Paylar,,,,
169,,Yurtdışındaki İşletmelerin Çevrimi Dışındaki Yabancı Para Çevrim Farkları,,,
170,Yurtdışındaki İşletmelerin Çevrimi Dışındaki Yabancı Para Çevrim Farkları,,,,
171,,Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelir Unsurları,,,
172,Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelir Unsurları,,,,
173,,Kar veya Zararda Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelire İlişkin Vergiler,15.0,921.750,-81.404
174,Kar veya Zararda Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelire İlişkin Vergiler,,,,
175,,Dönem Vergi (Gideri) Geliri,,,
176,Dönem Vergi (Gideri) Geliri,,,,
177,,Ertelenmiş Vergi (Gideri) Geliri,,,
178,Ertelenmiş Vergi (Gideri) Geliri,,,,
179,,"Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar), Vergi Etkisi",,,
180,"Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar), Vergi Etkisi",,,,
181,,"Maddi Duran Varlıklar Yeniden Değerleme Artışları (Azalışları), Vergi Etkisi",,,
182,"Maddi Duran Varlıklar Yeniden Değerleme Artışları (Azalışları), Vergi Etkisi",,,,
183,,"Maddi Olmayan Duran Varlıklar Yeniden Değerleme Artışları (Azalışları), Vergi Etkisi",,,
184,"Maddi Olmayan Duran Varlıklar Yeniden Değerleme Artışları (Azalışları), Vergi Etkisi",,,,
185,,"Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları), Vergi Etkisi",,,
186,"Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları), Vergi Etkisi",,,,
187,,"Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları), Vergi Etkisi",15.0,921.750,-81.404
188,"Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları), Vergi Etkisi",,,,
189,,"Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişiklikler, Vergi Etkisi",,,
190,"Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişiklikler, Vergi Etkisi",,,,
191,,"Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Koruma Sağlayan Finansal Riskten Korunma Araçlarından Kaynaklanan Kazançlar (Kayıplar), Vergi Etkisi",,,
192,"Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Koruma Sağlayan Finansal Riskten Korunma Araçlarından Kaynaklanan Kazançlar (Kayıplar), Vergi Etkisi",,,,
193,,"Özkaynak Yöntemine Göre Muhasebeleştirilen İştirak ve İş Ortaklıklarının Kar veya Zararda Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelirlerinden Paylar, Vergi Etkisi",,,
194,"Özkaynak Yöntemine Göre Muhasebeleştirilen İştirak ve İş Ortaklıklarının Kar veya Zararda Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelirlerinden Paylar, Vergi Etkisi",,,,
195,,"Yurtdışındaki İşletmelerin Çevrimi Dışındaki Yabancı Para Çevrim Farkları, Vergi Etkisi",,,
196,"Yurtdışındaki İşletmelerin Çevrimi Dışındaki Yabancı Para Çevrim Farkları, Vergi Etkisi",,,,
197,,"Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelir Unsurları, Vergi Etkisi",,,
198,"Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılmayacak Diğer Kapsamlı Gelir Unsurları, Vergi Etkisi",,,,
199,,Kar veya Zarar Olarak Yeniden Sınıflandırılacaklar,,0,
200,Kar veya Zarar Olarak Yeniden Sınıflandırılacaklar,,,,
201,,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farkları,,,
202,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farkları,,,,
203,,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farklarından Kazançlar (Kayıplar),,,
204,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farklarından Kazançlar (Kayıplar),,,,
205,,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farklarındaki Yeniden Sınıflandırma Düzeltmeleri,,,
206,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farklarındaki Yeniden Sınıflandırma Düzeltmeleri,,,,
207,,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,,
208,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,,,
209,,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme Kazançları (Kayıpları),,,
210,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme Kazançları (Kayıpları),,,,
211,,Satılmaya Hazır Finansal Varlıkların Yeniden Sınıflandırma Düzeltmeleri,,,
212,Satılmaya Hazır Finansal Varlıkların Yeniden Sınıflandırma Düzeltmeleri,,,,
213,,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklara İlişkin Diğer Kapsamlı Gelir (Gider),,,
214,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklara İlişkin Diğer Kapsamlı Gelir (Gider),,,,
215,,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),,,
216,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),,,,
217,,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardaki Yeniden Sınıflandırma Düzeltmeleri,,,
218,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardaki Yeniden Sınıflandırma Düzeltmeleri,,,,
219,,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıkların Yeniden Sınıflandırılmasında Özkaynaklardan Çıkarılan ve Gerçeğe Uygun Değerde Yapılan Düzeltme Tutarı,,,
220,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıkların Yeniden Sınıflandırılmasında Özkaynaklardan Çıkarılan ve Gerçeğe Uygun Değerde Yapılan Düzeltme Tutarı,,,,
221,,Nakit Akış Riskinden Korunmaya İlişkin Diğer Kapsamlı Gelir (Gider),,,
222,Nakit Akış Riskinden Korunmaya İlişkin Diğer Kapsamlı Gelir (Gider),,,,
223,,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),,,
224,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),,,,
225,,Nakit Akış Riskinden Korunma İşlemindeki Yeniden Sınıflandırma Düzeltmeleri,,,
226,Nakit Akış Riskinden Korunma İşlemindeki Yeniden Sınıflandırma Düzeltmeleri,,,,
227,,Edinimi veya Yüklenimi Finansal Riskten Korunan Gerçekleşme Olasılığı Yüksek Tahmini İşlemin Konusunu Oluşturan Finansal Olmayan Varlığın (Yükümlülüğün) Defter Değerine Özkaynaklardan Çıkarılarak Eklenen Tutar,,,
228,Edinimi veya Yüklenimi Finansal Riskten Korunan Gerçekleşme Olasılığı Yüksek Tahmini İşlemin Konusunu Oluşturan Finansal Olmayan Varlığın (Yükümlülüğün) Defter Değerine Özkaynaklardan Çıkarılarak Eklenen Tutar,,,,
229,,Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunma ile İlgili Diğer Kapsamlı Gelir (Gider),,,
230,Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunma ile İlgili Diğer Kapsamlı Gelir (Gider),,,,
231,,Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunma Kazançları (Kayıpları),,,
232,Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunma Kazançları (Kayıpları),,,,
233,,Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunmadaki Yeniden Sınıflandırma Düzeltmeleri,,,
234,Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunmadaki Yeniden Sınıflandırma Düzeltmeleri,,,,
235,,Opsiyonların Zaman Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider),,,
236,Opsiyonların Zaman Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider),,,,
237,,Opsiyonların Zaman Değerindeki Değişimden Kazançlar (Kayıplar),,,
238,Opsiyonların Zaman Değerindeki Değişimden Kazançlar (Kayıplar),,,,
239,,Opsiyonların Zaman Değerindeki Değişikliklerin Yeniden Sınıflandırma Düzeltmeleri,,,
240,Opsiyonların Zaman Değerindeki Değişikliklerin Yeniden Sınıflandırma Düzeltmeleri,,,,
241,,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider),,,
242,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider),,,,
243,,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişimden Kazançlar (Kayıplar),,,
244,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişimden Kazançlar (Kayıplar),,,,
245,,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişikliklerin Yeniden Sınıflandırma Düzeltmeleri,,,
246,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişikliklerin Yeniden Sınıflandırma Düzeltmeleri,,,,
247,,Yabancı Para Alım Satım Marjlarındaki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider),,,
248,Yabancı Para Alım Satım Marjlarındaki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider),,,,
249,,Yabancı Para Alım Satım Marjlarındaki Değişimden Kazançlar (Kayıplar),,,
250,Yabancı Para Alım Satım Marjlarındaki Değişimden Kazançlar (Kayıplar),,,,
251,,Yabancı Para Alım Satım Marjlarındaki Değişikliklerdeki Yeniden Sınıflandırma Düzeltmeleri,,,
252,Yabancı Para Alım Satım Marjlarındaki Değişikliklerdeki Yeniden Sınıflandırma Düzeltmeleri,,,,
253,,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılacak Paylar,,,
254,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılacak Paylar,,,,
255,,Özkaynak Yöntemiyle Değerlenen Yatırımların Satılmaya Hazır Finansal Varlıklarının Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,,
256,Özkaynak Yöntemiyle Değerlenen Yatırımların Satılmaya Hazır Finansal Varlıklarının Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,,,
257,,Özkaynak Yöntemiyle Değerlenen Yatırımların Nakit Akış Riskinden Korunma Kazançları (Kayıpları),,,
258,Özkaynak Yöntemiyle Değerlenen Yatırımların Nakit Akış Riskinden Korunma Kazançları (Kayıpları),,,,
259,,Özkaynak Yöntemiyle Değerlenen Yatırımların Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,,
260,Özkaynak Yöntemiyle Değerlenen Yatırımların Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,,,
261,,Özkaynak Yöntemiyle Değerlenen Yatırımların Yabancı Para Çevrim Farkları Kazançları (Kayıpları),,,
262,Özkaynak Yöntemiyle Değerlenen Yatırımların Yabancı Para Çevrim Farkları Kazançları (Kayıpları),,,,
263,,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Yeniden Sınıflandırılacak Diğer Kazançlar (Kayıplar),,,
264,Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Yeniden Sınıflandırılacak Diğer Kazançlar (Kayıplar),,,,
265,,Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılacak Diğer Kapsamlı Gelir Unsurları,,,
266,Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılacak Diğer Kapsamlı Gelir Unsurları,,,,
267,,Kar veya Zararda Yeniden Sınıflandırılacak Diğer Kapsamlı Gelire İlişkin Vergiler,,,
268,Kar veya Zararda Yeniden Sınıflandırılacak Diğer Kapsamlı Gelire İlişkin Vergiler,,,,
269,,Dönem Vergi (Gideri) Geliri,,,
270,Dönem Vergi (Gideri) Geliri,,,,
271,,Ertelenmiş Vergi (Gideri) Geliri,,,
272,Ertelenmiş Vergi (Gideri) Geliri,,,,
273,,"Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farkları, Vergi Etkisi",,,
274,"Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farkları, Vergi Etkisi",,,,
275,,"Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları), Vergi Etkisi",,,
276,"Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları), Vergi Etkisi",,,,
277,,"Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklara İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,
278,"Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklara İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,,
279,,"Nakit Akış Riskinden Korunmaya İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,
280,"Nakit Akış Riskinden Korunmaya İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,,
