,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
18,Muhasebe Politikalarındaki Gönüllü Değişikliklere İlişkin Düzeltmeler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
19,Hatalara İlişkin Düzeltmeler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
20,Hatalara İlişkin Düzeltmeler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
21,Diğer Düzeltmeler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
22,Diğer Düzeltmeler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
23,Düzeltmelerden Sonraki Tutar,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
24,Düzeltmelerden Sonraki Tutar,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
25,Transferler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,9.040.197,-9.040.197,,,,
26,Transferler,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
27,Toplam Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,82.824,,,1.764.760,,,3.570.171,,5.417.755,1.401.138,6.818.893
28,Toplam Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
29,Dönem Karı (Zararı),Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
30,Dönem Karı (Zararı),Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
31,Diğer Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
32,Diğer Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
33,Sermaye Arttırımı,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,-1,-1
34,Sermaye Arttırımı,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
35,Sermaye Azaltımı,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
36,Sermaye Azaltımı,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
37,Sermaye Avansı,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
38,Sermaye Avansı,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
39,Birleşme/Bölünme/Tasfiye Etkisi,Önceki Dönem 01.01.2022 - 31.03.2022,,,,,,,,,,,,,,,,,
40,Birleşme/Bölünme/Tasfiye Etkisi,,,,,,,,,,,,,,,,,,
41,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,,
42,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,,
43,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,,
44,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,,
45,Kar Payları,,,,,,,,,,,,-1.247.542,,,-1.247.542,-354.312,-1.601.854,
46,Kar Payları,,,,,,,,,,,,,,,,,,
47,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,,
48,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,,
49,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,-3.988,,,,,,,,-309.936,,,-313.924,,-313.924,
50,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
51,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
52,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
53,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,,
54,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,,
55,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,,
56,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,,
57,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,,
58,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,,
59,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,,
60,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,,
61,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
62,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
63,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
64,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
65,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
66,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
67,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
68,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
69,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,,
70,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,,
71,Dönem Sonu Bakiyeler,,3.063.214,320.075,-43.201,167.048,,6.222.025,,,10.978.199,1.517.852,17.862.004,3.570.171,,43.657.387,14.174.952,57.832.339,
72,Dönem Sonu Bakiyeler,,,,,,,,,,,,,,,,,,
73,,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
74,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
75,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
76,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
77,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
78,Dönem Başı Bakiyeler,Cari Dönem 01.01.2023 - 31.03.2023,,3.063.214,320.075,-51.749,167.048,,15.739.761,,,17.502.288,1.135.832,19.306.383,19.345.059,,76.527.911,18.599.856,95.127.767
79,Dönem Başı Bakiyeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
80,Muhasebe Politikalarındaki Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
81,Muhasebe Politikalarındaki Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
82,Muhasebe Politikalarındaki Zorunlu Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
83,Muhasebe Politikalarındaki Zorunlu Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
84,Muhasebe Politikalarındaki Gönüllü Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
85,Muhasebe Politikalarındaki Gönüllü Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
86,Hatalara İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
87,Hatalara İlişkin Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
88,Diğer Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
89,Diğer Düzeltmeler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
90,Düzeltmelerden Sonraki Tutar,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
91,Düzeltmelerden Sonraki Tutar,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
92,Transferler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,19.345.059,-19.345.059,,,,
93,Transferler,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
94,Toplam Kapsamlı Gelir (Gider),Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,5.977,,,-57.900,,,2.363.787,,2.311.864,205.138,2.517.002
95,Toplam Kapsamlı Gelir (Gider),Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
96,Dönem Karı (Zararı),Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
97,Dönem Karı (Zararı),Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
98,Diğer Kapsamlı Gelir (Gider),Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
99,Diğer Kapsamlı Gelir (Gider),Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
100,Sermaye Arttırımı,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
101,Sermaye Arttırımı,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
102,Sermaye Azaltımı,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
103,Sermaye Azaltımı,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
104,Sermaye Avansı,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
105,Sermaye Avansı,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
106,Birleşme/Bölünme/Tasfiye Etkisi,Cari Dönem 01.01.2023 - 31.03.2023,,,,,,,,,,,,,,,,,
107,Birleşme/Bölünme/Tasfiye Etkisi,,,,,,,,,,,,,,,,,,
108,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,,
109,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,,
110,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,,
111,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,,
112,Kar Payları,,,,,,,,,,,,-2.059.655,,,-2.059.655,-252.967,-2.312.622,
113,Kar Payları,,,,,,,,,,,,,,,,,,
114,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,,
115,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,,
116,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,-7.101,,,,,,,,-284.102,,,-291.203,,-291.203,
117,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
118,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
119,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
120,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,,
121,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,,
122,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,,
123,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,,
124,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,,
125,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,,
126,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,,
127,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,,
128,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
129,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
130,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
131,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
132,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
133,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
134,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
135,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
136,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,,
137,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,,
138,Dönem Sonu Bakiyeler,,3.063.214,320.075,-58.850,167.048,,15.745.738,,,17.444.388,1.135.832,36.307.685,2.363.787,,76.488.917,18.552.027,95.040.944,
139,Dönem Sonu Bakiyeler,,,,,,,,,,,,,,,,,,
