,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
18,Muhasebe Politikalarındaki Gönüllü Değişikliklere İlişkin Düzeltmeler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
19,Hatalara İlişkin Düzeltmeler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
20,Hatalara İlişkin Düzeltmeler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
21,Diğer Düzeltmeler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
22,Diğer Düzeltmeler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
23,Düzeltmelerden Sonraki Tutar,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
24,Düzeltmelerden Sonraki Tutar,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
25,Transferler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,2.138.037,-2.138.037,,,,0
26,Transferler,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
27,Toplam Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,116.105,,,1.306.843,,10.837,4.095.674,,5.529.459,128.204,5.657.663
28,Toplam Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
29,Dönem Karı (Zararı),Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
30,Dönem Karı (Zararı),Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
31,Diğer Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
32,Diğer Kapsamlı Gelir (Gider),Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
33,Sermaye Arttırımı,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
34,Sermaye Arttırımı,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
35,Sermaye Azaltımı,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
36,Sermaye Azaltımı,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
37,Sermaye Avansı,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
38,Sermaye Avansı,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,
39,Birleşme/Bölünme/Tasfiye Etkisi,Önceki Dönem 01.01.2021 - 30.09.2021,,,,,,,,,,,,,,,,,0
40,Birleşme/Bölünme/Tasfiye Etkisi,,,,,,,,,,,,,,,,,,
41,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,-6,,,-6,6,0,
42,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,,
43,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,0,
44,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,,
45,Kar Payları,,,,,,,,,,,,-499.017,,,-499.017,-2,-499.019,
46,Kar Payları,,,,,,,,,,,,,,,,,,
47,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,0,
48,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,,
49,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,-25.663,,,,,,,,-177.077,,,-202.740,,-202.740,
50,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
51,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,0,
52,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
53,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,0,
54,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,,
55,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,0,
56,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,,
57,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,0,
58,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,,
59,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,0,
60,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,,
61,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
62,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
63,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
64,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
65,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
66,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
67,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
68,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
69,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,0,
70,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,,
71,Dönem Sonu Bakiyeler,,3.063.214,320.075,-25.663,167.048,,2.680.688,,,4.832.164,1.517.852,10.371.039,4.095.674,,27.022.091,425.046,27.447.137,
72,Dönem Sonu Bakiyeler,,,,,,,,,,,,,,,,,,
73,,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
74,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
75,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
76,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
77,Özkaynaklar Değişim Tablosu,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
78,Dönem Başı Bakiyeler,Cari Dönem 01.01.2022 - 30.09.2022,,3.063.214,320.075,-39.213,167.048,,6.139.201,,,8.874.058,1.517.852,10.256.361,9.133.285,,39.431.881,9.931.827,49.363.708
79,Dönem Başı Bakiyeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
80,Muhasebe Politikalarındaki Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
81,Muhasebe Politikalarındaki Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
82,Muhasebe Politikalarındaki Zorunlu Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
83,Muhasebe Politikalarındaki Zorunlu Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
84,Muhasebe Politikalarındaki Gönüllü Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
85,Muhasebe Politikalarındaki Gönüllü Değişikliklere İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
86,Hatalara İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
87,Hatalara İlişkin Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
88,Diğer Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
89,Diğer Düzeltmeler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
90,Düzeltmelerden Sonraki Tutar,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
91,Düzeltmelerden Sonraki Tutar,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
92,Transferler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,-382.020,9.515.305,-9.133.285,,,,0
93,Transferler,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
94,Toplam Kapsamlı Gelir (Gider),Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,1.251.704,,,7.116.920,,656,13.756.479,,22.125.759,5.243.502,27.369.261
95,Toplam Kapsamlı Gelir (Gider),Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
96,Dönem Karı (Zararı),Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
97,Dönem Karı (Zararı),Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
98,Diğer Kapsamlı Gelir (Gider),Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
99,Diğer Kapsamlı Gelir (Gider),Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
100,Sermaye Arttırımı,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
101,Sermaye Arttırımı,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
102,Sermaye Azaltımı,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
103,Sermaye Azaltımı,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
104,Sermaye Avansı,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
105,Sermaye Avansı,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,
106,Birleşme/Bölünme/Tasfiye Etkisi,Cari Dönem 01.01.2022 - 30.09.2022,,,,,,,,,,,,,,,,,0
107,Birleşme/Bölünme/Tasfiye Etkisi,,,,,,,,,,,,,,,,,,
108,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,0,
109,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,,,,,,,,,,,,,,,,,
110,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,0,
111,Dönemde Ödenen Kar Payı Avansları,,,,,,,,,,,,,,,,,,
112,Kar Payları,,,,,,,,,,,,-1.216.875,,,-1.216.875,-1.052.821,-2.269.696,
113,Kar Payları,,,,,,,,,,,,,,,,,,
114,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,0,
115,Kar Payı Hariç Pay Sahiplerine Yapılan Diğer Ödemeler,,,,,,,,,,,,,,,,,,
116,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,-62.536,,,,,,,,-1.130.249,,,-1.192.785,,-1.192.785,
117,Payların Geri Alım İşlemleri Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
118,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,0,
119,Pay Bazlı İşlemler Nedeniyle Meydana Gelen Artış (Azalış),,,,,,,,,,,,,,,,,,
120,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,0,
121,Bağlı Ortaklık Edinimi veya Elden Çıkarılması,,,,,,,,,,,,,,,,,,
122,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,0,
123,Bağlı Ortaklıklarda Kontrol Kaybı ile Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı Artış/Azalış,,,,,,,,,,,,,,,,,,
124,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,0,
125,Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan İşlemler,,,,,,,,,,,,,,,,,,
126,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,0,
127,Pay Sahiplerinin Diğer Katkıları,,,,,,,,,,,,,,,,,,
128,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
129,Nakit Akış Riskinden Korunma Kazançları (Kayıpları) Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
130,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
131,Opsiyonların Zaman Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
132,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
133,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
134,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,0,
135,Yabancı Para Alım Satım Marjlarındaki Değişiklikler Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer Riskinden Korunma Muhasebesi Uygulanan Kesin Taahhüdün Başlangıç Maliyetine veya Defter Değerine Dahil Edilen Tutar,,,,,,,,,,,,,,,,,,
136,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,0,
137,Diğer Değişiklikler Nedeni İle Artış (Azalış),,,,,,,,,,,,,,,,,,
138,Dönem Sonu Bakiyeler,,3.063.214,320.075,-101.749,167.048,,7.390.905,,,15.990.978,1.135.832,17.425.198,13.756.479,,59.147.980,14.122.508,73.270.488,
139,Dönem Sonu Bakiyeler,,,,,,,,,,,,,,,,,,
